,ins_74901673,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_217,10,Terminated,673795,673797,m_2637,1,1.1,13,16,0.02,0.02.1
4463,ins_1237647437,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_48,1,1,26.0,97.0,0.67,0.87
4464,ins_113890015,M11,j_16464,1,Terminated,187996,188020,m_714,1,1,8.0,36.0,0.02,0.02
4465,ins_280041851,R10_9,j_16464,1,Terminated,187996,188033,m_2092,1,1,4.0,58.0,0.02,0.02
4466,ins_438409725,J7_2_4_5_6,j_16464,1,Terminated,187996,188021,m_1786,1,1,27.0,100.0,0.68,0.87
4467,ins_495614818,R12_11,j_16464,1,Terminated,187996,188041,m_3630,1,1,1.0,35.0,0.02,0.02
4468,ins_798557992,M11,j_16464,1,Terminated,187996,188007,m_2837,1,1,11.0,34.0,0.02,0.03
4469,ins_32543796,M11,j_16464,1,Terminated,187996,188008,m_1096,1,1,14.0,33.0,0.07,0.07
4470,ins_495554626,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_1448,1,1,24.0,200.0,0.66,0.85
4471,ins_903506950,M6,j_16464,1,Terminated,187996,188000,m_1098,1,1,13.0,59.0,0.02,0.02
4472,ins_667795020,M9,j_16464,1,Terminated,187996,188002,m_380,1,1,21.0,214.0,0.02,0.02
4473,ins_653410143,R8_7,j_16464,1,Terminated,188002,188022,m_3867,1,1,2.0,91.0,0.02,0.02
4474,ins_986061595,M9,j_16464,1,Terminated,187996,188007,m_3888,1,1,14.0,150.0,0.02,0.02
4475,ins_414213898,J7_2_4_5_6,j_16464,1,Terminated,187996,188021,m_125,1,1,23.0,93.0,0.74,0.9
4476,ins_473393706,R8_7,j_16464,1,Terminated,188000,188022,m_2242,1,1,2.0,28.0,0.02,0.02
4477,ins_888099762,J7_2_4_5_6,j_16464,1,Terminated,187996,188019,m_2071,1,1,21.0,95.0,0.66,0.86
4478,ins_372067399,M6,j_16464,1,Terminated,187996,187998,m_3529,1,1,37.0,58.0,0.02,0.03
4479,ins_912288971,R12_11,j_16464,1,Terminated,187996,188041,m_898,1,1,1.0,47.0,0.02,0.02
4480,ins_1237647187,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_948,1,1,20.0,92.0,0.65,0.86
4481,ins_283959862,R10_9,j_16464,1,Terminated,187996,188033,m_3659,1,1,4.0,55.0,0.02,0.02
4482,ins_742078606,M9,j_16464,1,Terminated,187996,188009,m_110,1,1,10.0,33.0,0.02,0.02
4483,ins_91275524,R12_11,j_16464,1,Terminated,187996,188041,m_1472,1,1,1.0,100.0,0.02,0.02
4484,ins_879903367,M11,j_16464,1,Terminated,187996,188021,m_1387,1,1,7.0,61.0,0.04,0.04
4485,ins_80157758,M9,j_16464,1,Terminated,187996,188008,m_1094,1,1,11.0,47.0,0.04,0.04
4486,ins_667794840,M9,j_16464,1,Terminated,187996,188003,m_1442,1,1,17.0,44.0,0.02,0.02
4487,ins_554702164,R8_7,j_16464,1,Terminated,188000,188022,m_165,1,1,2.0,75.0,0.02,0.02
4488,ins_984825458,M6,j_16464,1,Terminated,187996,188002,m_903,1,1,12.0,52.0,0.02,0.02
4489,ins_1213455371,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_1516,1,1,24.0,101.0,0.69,0.89
4490,ins_438408719,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_727,1,1,23.0,99.0,0.69,0.88
4491,ins_601062089,J7_2_4_5_6,j_16464,1,Terminated,187996,188019,m_1101,1,1,23.0,99.0,0.64,0.85
4492,ins_365317074,R10_9,j_16464,1,Terminated,187996,188033,m_2422,1,1,4.0,85.0,0.02,0.02
4493,ins_52473639,R12_11,j_16464,1,Terminated,187996,188041,m_1095,1,1,1.0,59.0,0.02,0.02
4494,ins_554703391,R8_7,j_16464,1,Terminated,188000,188022,m_180,1,1,4.0,95.0,0.02,0.03
4495,ins_1319003107,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_1134,1,1,21.0,87.0,0.67,0.87
4496,ins_1132119613,J7_2_4_5_6,j_16464,1,Terminated,187996,188019,m_1957,1,1,21.0,98.0,0.73,0.94
4497,ins_121258482,R10_9,j_16464,1,Terminated,187996,188033,m_607,1,1,3.0,72.0,0.02,0.02
4498,ins_903507104,M6,j_16464,1,Terminated,187996,187998,m_3385,1,1,44.0,155.0,0.02,0.03
4499,ins_11231406,M6,j_16464,1,Terminated,187996,187998,m_3687,1,1,36.0,38.0,0.02,0.03
4500,ins_157295039,R10_9,j_16464,1,Terminated,187996,188033,m_2500,1,1,3.0,42.0,0.11,0.11
4501,ins_401333746,R10_9,j_16464,1,Terminated,187996,188033,m_145,1,1,3.0,66.0,0.04,0.04
4502,ins_1105250194,R8_7,j_16464,1,Terminated,188000,188022,m_2592,1,1,5.0,73.0,0.06,0.06
4503,ins_969410769,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_29,1,1,25.0,90.0,0.72,0.92
4504,ins_87919650,M5,j_16464,1,Terminated,187996,188002,m_208,1,1,113.0,704.0,0.06,0.09
4505,ins_601941045,M11,j_16464,1,Terminated,187996,188030,m_1989,1,1,7.0,52.0,0.03,0.03
4506,ins_467672239,M9,j_16464,1,Terminated,187996,188009,m_1462,1,1,9.0,152.0,0.02,0.02
4507,ins_1230102765,M9,j_16464,1,Terminated,187996,188002,m_443,1,1,23.0,54.0,0.02,0.02
4508,ins_667796039,M9,j_16464,1,Terminated,187996,188001,m_1163,1,1,24.0,73.0,0.02,0.02
4509,ins_482680351,R10_9,j_16464,1,Terminated,187996,188033,m_997,1,1,1.0,24.0,0.02,0.02
4510,ins_1217329987,R10_9,j_16464,1,Terminated,187996,188033,m_693,1,1,1.0,115.0,0.03,0.03
4511,ins_1186622771,R8_7,j_16464,1,Terminated,188000,188022,m_1006,1,1,2.0,26.0,0.02,0.02
4512,ins_238645825,R10_9,j_16464,1,Terminated,187996,188033,m_616,1,1,2.0,31.0,0.02,0.02
4513,ins_1147529125,M6,j_16464,1,Terminated,187996,187998,m_501,1,1,32.0,55.0,0.02,0.02
4514,ins_823412701,M9,j_16464,1,Terminated,187996,188011,m_642,1,1,11.0,35.0,0.02,0.02
4515,ins_277784100,M5,j_16464,1,Terminated,187996,188007,m_1125,1,1,133.0,760.0,0.1,0.16
4516,ins_1101297977,R8_7,j_16464,1,Terminated,187996,188022,m_132,1,1,4.0,35.0,0.03,0.03
4517,ins_467672168,M9,j_16464,1,Terminated,187996,188019,m_2332,1,1,8.0,100.0,0.02,0.02
4518,ins_172641741,R12_11,j_16464,1,Terminated,187996,188041,m_3461,1,1,1.0,36.0,0.02,0.02
4519,ins_414214149,J7_2_4_5_6,j_16464,1,Terminated,187996,188021,m_1377,1,1,25.0,101.0,0.67,0.86
4520,ins_717222959,M11,j_16464,1,Terminated,187996,188015,m_2890,1,1,8.0,83.0,0.02,0.02
4521,ins_80155958,M9,j_16464,1,Terminated,187996,188009,m_2239,1,1,14.0,312.0,0.02,0.02
4522,ins_319974439,R10_9,j_16464,1,Terminated,187996,188033,m_3866,1,1,1.0,35.0,0.02,0.02
4523,ins_904743480,M9,j_16464,1,Terminated,187996,188005,m_2234,1,1,14.0,45.0,0.06,0.06
4524,ins_520610972,M11,j_16464,1,Terminated,187996,188014,m_3751,1,1,9.0,183.0,0.04,0.04
4525,ins_1105250357,R8_7,j_16464,1,Terminated,188000,188022,m_2282,1,1,2.0,52.0,0.02,0.02
4526,ins_1007699882,R8_7,j_16464,1,Terminated,188003,188022,m_3895,1,1,2.0,95.0,0.02,0.02
4527,ins_740826184,M6,j_16464,1,Terminated,187996,187997,m_8,1,1,39.0,60.0,0.11,0.11
4528,ins_133833028,R12_11,j_16464,1,Terminated,187996,188041,m_3973,1,1,2.0,46.0,0.03,0.03
4529,ins_1346425041,R12_11,j_16464,1,Terminated,187996,188041,m_3130,1,1,1.0,21.0,0.05,0.05
4530,ins_121258795,R10_9,j_16464,1,Terminated,187996,188033,m_3040,1,1,1.0,30.0,0.02,0.02
4531,ins_253986015,R12_11,j_16464,1,Terminated,187996,188041,m_1361,1,1,1.0,29.0,0.13,0.13
4532,ins_563995657,R10_9,j_16464,1,Terminated,187996,188033,m_2784,1,1,2.0,81.0,0.02,0.02
4533,ins_926378411,R8_7,j_16464,1,Terminated,188003,188022,m_1193,1,1,6.0,66.0,0.06,0.06
4534,ins_198697988,R10_9,j_16464,1,Terminated,187996,188033,m_254,1,1,1.0,78.0,0.02,0.02
4535,ins_84958362,M11,j_16464,1,Terminated,187996,188003,m_2525,1,1,17.0,46.0,0.02,0.03
4536,ins_576869625,J7_2_4_5_6,j_16464,1,Terminated,187996,188021,m_1570,1,1,22.0,95.0,0.66,0.85
4537,ins_335324990,R12_11,j_16464,1,Terminated,187996,188041,m_3064,1,1,3.0,91.0,0.03,0.03
4538,ins_1024299432,M9,j_16464,1,Terminated,187996,188009,m_424,1,1,13.0,51.0,0.02,0.02
4539,ins_1311463617,M9,j_16464,1,Terminated,187996,188009,m_3643,1,1,10.0,54.0,0.02,0.02
4540,ins_904751064,M9,j_16464,1,Terminated,187996,188002,m_3644,1,1,21.0,177.0,0.02,0.02
4541,ins_46513901,R8_7,j_16464,1,Terminated,188003,188022,m_1244,1,1,5.0,53.0,0.06,0.06
4542,ins_1049868125,M11,j_16464,1,Terminated,187996,188002,m_3514,1,1,21.0,55.0,0.02,0.03
4543,ins_1213455221,J7_2_4_5_6,j_16464,1,Terminated,187996,188019,m_2535,1,1,22.0,120.0,0.67,0.87
4544,ins_1294791064,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_4030,1,1,28.0,96.0,0.74,0.93
4545,ins_1074952109,J7_2_4_5_6,j_16464,1,Terminated,187996,188021,m_1312,1,1,27.0,100.0,0.66,0.86
4546,ins_247305860,M11,j_16464,1,Terminated,187996,188001,m_256,1,1,22.0,185.0,0.02,0.03
4547,ins_3623783,M11,j_16464,1,Terminated,187996,188002,m_2021,1,1,20.0,39.0,0.02,0.02
4548,ins_1320272552,M9,j_16464,1,Terminated,187996,188007,m_895,1,1,14.0,43.0,0.02,0.02
4549,ins_926378085,R8_7,j_16464,1,Terminated,188003,188022,m_2021,1,1,2.0,33.0,0.02,0.02
4550,ins_365316903,R10_9,j_16464,1,Terminated,187996,188033,m_2741,1,1,2.0,51.0,0.03,0.03
4551,ins_319974294,R10_9,j_16464,1,Terminated,187996,188033,m_3557,1,1,4.0,57.0,0.04,0.04
4552,ins_1235580333,M9,j_16464,1,Terminated,187996,188021,m_1508,1,1,7.0,33.0,0.02,0.02
4553,ins_1298666497,R10_9,j_16464,1,Terminated,187996,188033,m_3162,1,1,1.0,34.0,0.02,0.02
4554,ins_250628897,M5,j_16464,1,Terminated,187996,188002,m_1302,1,1,97.0,692.0,0.07,0.1
4555,ins_912289296,R12_11,j_16464,1,Terminated,187996,188041,m_3940,1,1,4.0,75.0,0.02,0.02
4556,ins_1132118845,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_748,1,1,26.0,93.0,0.65,0.85
4557,ins_168904123,M9,j_16464,1,Terminated,187996,188007,m_3174,1,1,17.0,133.0,0.03,0.03
4558,ins_904751294,M9,j_16464,1,Terminated,187996,188007,m_2503,1,1,11.0,53.0,0.02,0.02
4559,ins_549338785,M6,j_16464,1,Terminated,187996,187998,m_180,1,1,26.0,37.0,0.02,0.02
4560,ins_549339016,M6,j_16464,1,Terminated,187996,187998,m_503,1,1,36.0,52.0,0.02,0.02
4561,ins_361399946,R10_9,j_16464,1,Terminated,187996,188033,m_1692,1,1,3.0,59.0,0.03,0.03
4562,ins_1298665969,R10_9,j_16464,1,Terminated,187996,188033,m_3427,1,1,2.0,44.0,0.06,0.06
4563,ins_1186622381,R8_7,j_16464,1,Terminated,188000,188022,m_1757,1,1,4.0,56.0,0.04,0.04
4564,ins_202611992,R10_9,j_16464,1,Terminated,187996,188033,m_1717,1,1,4.0,88.0,0.02,0.02
4565,ins_357947434,M11,j_16464,1,Terminated,187996,188008,m_3338,1,1,14.0,71.0,0.02,0.02
4566,ins_1074952032,J7_2_4_5_6,j_16464,1,Terminated,187996,188021,m_1556,1,1,26.0,103.0,0.66,0.85
4567,ins_904751143,M9,j_16464,1,Terminated,187996,188005,m_2967,1,1,15.0,44.0,0.02,0.02
4568,ins_1299450416,M9,j_16464,1,Terminated,187996,188014,m_1667,1,1,9.0,40.0,0.02,0.02
4569,ins_157294500,R10_9,j_16464,1,Terminated,187996,188033,m_3074,1,1,3.0,60.0,0.04,0.04
4570,ins_32544330,M11,j_16464,1,Terminated,187996,188009,m_4031,1,1,21.0,88.0,0.02,0.03
4571,ins_830958580,R12_11,j_16464,1,Terminated,187996,188041,m_2037,1,1,3.0,91.0,0.05,0.05
4572,ins_926378325,R8_7,j_16464,1,Terminated,188003,188022,m_1163,1,1,2.0,23.0,0.02,0.02
4573,ins_772534161,R12_11,j_16464,1,Terminated,187996,188041,m_1578,1,1,3.0,65.0,0.02,0.02
4574,ins_32543556,M11,j_16464,1,Terminated,187996,188017,m_2367,1,1,18.0,131.0,0.03,0.03
4575,ins_498011834,R12_11,j_16464,1,Terminated,187996,188041,m_2445,1,1,1.0,29.0,0.02,0.02
4576,ins_1267924669,R8_7,j_16464,1,Terminated,188000,188022,m_2403,1,1,2.0,30.0,0.02,0.02
4577,ins_439288687,M11,j_16464,1,Terminated,187996,188010,m_3021,1,1,10.0,39.0,0.02,0.03
4578,ins_1147529036,M6,j_16464,1,Terminated,187996,187998,m_700,1,1,35.0,55.0,0.05,0.05
4579,ins_113890254,M11,j_16464,1,Terminated,187996,188018,m_558,1,1,8.0,51.0,0.02,0.02
4580,ins_1320272642,M9,j_16464,1,Terminated,187996,188027,m_2815,1,1,6.0,63.0,0.02,0.02
4581,ins_576930628,R12_11,j_16464,1,Terminated,187996,188041,m_4005,1,1,1.0,36.0,0.02,0.02
4582,ins_717222728,M11,j_16464,1,Terminated,187996,188016,m_2586,1,1,8.0,92.0,0.04,0.04
4583,ins_804020470,M9,j_16464,1,Terminated,187996,188013,m_3161,1,1,8.0,41.0,0.05,0.05
4584,ins_942563463,R8_7,j_16464,1,Terminated,187996,188023,m_3313,1,1,2.0,52.0,0.04,0.04
4585,ins_283960362,R10_9,j_16464,1,Terminated,187996,188033,m_2022,1,1,3.0,53.0,0.02,0.02
4586,ins_845043762,R8_7,j_16464,1,Terminated,188003,188022,m_256,1,1,2.0,28.0,0.02,0.02
4587,ins_1132119359,J7_2_4_5_6,j_16464,1,Terminated,187996,188019,m_2268,1,1,21.0,96.0,0.66,0.86
4588,ins_1042823285,M11,j_16464,1,Terminated,187996,188002,m_1035,1,1,19.0,56.0,0.02,0.03
4589,ins_1238909973,M9,j_16464,1,Terminated,187996,188015,m_2495,1,1,9.0,37.0,0.02,0.02
4590,ins_414213255,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_3187,1,1,24.0,96.0,0.65,0.85
4591,ins_118422064,M5,j_16464,1,Terminated,187996,188015,m_1596,1,1,76.0,747.0,0.08,0.16
4592,ins_32543715,M11,j_16464,1,Terminated,187996,188026,m_3085,1,1,7.0,49.0,0.02,0.02
4593,ins_80158692,M9,j_16464,1,Terminated,187996,188003,m_1904,1,1,20.0,51.0,0.02,0.02
4594,ins_740826390,M6,j_16464,1,Terminated,187996,187998,m_2733,1,1,37.0,133.0,0.02,0.03
4595,ins_1324674351,R12_11,j_16464,1,Terminated,187996,188041,m_3702,1,1,1.0,24.0,0.02,0.02
4596,ins_1049868284,M11,j_16464,1,Terminated,187996,188011,m_3250,1,1,11.0,54.0,0.02,0.02
4597,ins_814279732,R8_7,j_16464,1,Terminated,188002,188023,m_4023,1,1,2.0,80.0,0.02,0.02
4598,ins_157294590,R10_9,j_16464,1,Terminated,187996,188033,m_301,1,1,1.0,40.0,0.04,0.04
4599,ins_6203974,M9,j_16464,1,Terminated,187996,188008,m_2463,1,1,14.0,41.0,0.04,0.04
4600,ins_495554891,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_2190,1,1,21.0,100.0,0.66,0.85
4601,ins_80156862,M9,j_16464,1,Terminated,187996,188008,m_1354,1,1,11.0,40.0,0.04,0.04
4602,ins_667796117,M9,j_16464,1,Terminated,187996,188009,m_3994,1,1,13.0,75.0,0.02,0.02
4603,ins_742078007,M9,j_16464,1,Terminated,187996,188002,m_2719,1,1,22.0,54.0,0.11,0.11
4604,ins_169285617,M5,j_16464,1,Terminated,187996,188002,m_3153,1,1,111.0,400.0,0.06,0.08
4605,ins_1049867943,M11,j_16464,1,Terminated,187996,188015,m_1257,1,1,7.0,38.0,0.04,0.04
4606,ins_439289454,M11,j_16464,1,Terminated,187996,188015,m_2406,1,1,10.0,100.0,0.02,0.02
4607,ins_1267924437,R8_7,j_16464,1,Terminated,188000,188022,m_3183,1,1,2.0,39.0,0.02,0.02
4608,ins_414213621,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_936,1,1,24.0,97.0,0.69,0.89
4609,ins_742078527,M9,j_16464,1,Terminated,187996,188002,m_3817,1,1,25.0,42.0,0.02,0.02
4610,ins_6203630,M9,j_16464,1,Terminated,187996,188012,m_2879,1,1,11.0,75.0,0.02,0.02
4611,ins_912288883,R12_11,j_16464,1,Terminated,187996,188041,m_1968,1,1,3.0,64.0,0.03,0.03
4612,ins_722690457,M9,j_16464,1,Terminated,187996,188025,m_3941,1,1,7.0,41.0,0.02,0.02
4613,ins_1230103088,M9,j_16464,1,Terminated,187996,188009,m_686,1,1,9.0,325.0,0.02,0.02
4614,ins_803638325,M5,j_16464,1,Terminated,187996,188004,m_2980,1,1,164.0,762.0,0.1,0.16
4615,ins_645382115,R10_9,j_16464,1,Terminated,187996,188033,m_1782,1,1,1.0,26.0,0.02,0.02
4616,ins_1135992069,R10_9,j_16464,1,Terminated,187996,188033,m_1060,1,1,3.0,56.0,0.02,0.02
4617,ins_257501182,R12_11,j_16464,1,Terminated,187996,188041,m_2434,1,1,2.0,45.0,0.02,0.02
4618,ins_332857066,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_1929,1,1,23.0,98.0,0.65,0.85
4619,ins_482680130,R10_9,j_16464,1,Terminated,187996,188033,m_3128,1,1,1.0,16.0,0.02,0.02
4620,ins_601940863,M11,j_16464,1,Terminated,187996,188019,m_3002,1,1,15.0,264.0,0.03,0.03
4621,ins_168904037,M9,j_16464,1,Terminated,187996,188017,m_1672,1,1,8.0,35.0,0.02,0.02
4622,ins_91275342,R12_11,j_16464,1,Terminated,187996,188041,m_2887,1,1,2.0,60.0,0.02,0.02
4623,ins_933367367,R10_9,j_16464,1,Terminated,187996,188033,m_1200,1,1,3.0,46.0,0.02,0.02
4624,ins_1230103004,M9,j_16464,1,Terminated,187996,188005,m_1517,1,1,13.0,51.0,0.02,0.02
4625,ins_740826493,M6,j_16464,1,Terminated,187996,187997,m_292,1,1,38.0,110.0,0.02,0.02
4626,ins_482680046,R10_9,j_16464,1,Terminated,187996,188033,m_1983,1,1,2.0,100.0,0.02,0.02
4627,ins_495554971,J7_2_4_5_6,j_16464,1,Terminated,187996,188021,m_1114,1,1,27.0,147.0,0.69,0.88
4628,ins_772535092,R12_11,j_16464,1,Terminated,187996,188041,m_1882,1,1,1.0,24.0,0.02,0.02
4629,ins_1147528325,M6,j_16464,1,Terminated,187996,188000,m_3025,1,1,15.0,111.0,0.02,0.03
4630,ins_1074951884,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_1920,1,1,27.0,107.0,0.72,0.92
4631,ins_1132119440,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_35,1,1,23.0,96.0,0.67,0.87
4632,ins_166317223,M11,j_16464,1,Terminated,187996,188010,m_126,1,1,11.0,52.0,0.02,0.02
4633,ins_926369622,R8_7,j_16464,1,Terminated,188003,188023,m_3453,1,1,3.0,71.0,0.02,0.02
4634,ins_682367454,R8_7,j_16464,1,Terminated,188002,188023,m_1732,1,1,2.0,47.0,0.02,0.02
4635,ins_276588178,M11,j_16464,1,Terminated,187996,188012,m_2279,1,1,12.0,49.0,0.02,0.02
4636,ins_519733806,J7_2_4_5_6,j_16464,1,Terminated,187996,188019,m_3522,1,1,22.0,101.0,0.68,0.86
4637,ins_1105250116,R8_7,j_16464,1,Terminated,188000,188022,m_3815,1,1,2.0,25.0,0.02,0.02
4638,ins_803637787,M5,j_16464,1,Terminated,187996,188005,m_3828,1,1,149.0,790.0,0.12,0.17
4639,ins_814376430,R8_7,j_16464,1,Terminated,188002,188023,m_2189,1,1,2.0,40.0,0.02,0.02
4640,ins_319974693,R10_9,j_16464,1,Terminated,187996,188033,m_608,1,1,4.0,56.0,0.05,0.05
4641,ins_636070170,R8_7,j_16464,1,Terminated,188000,188022,m_2191,1,1,2.0,31.0,0.03,0.03
4642,ins_1318995896,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_1465,1,1,25.0,92.0,0.65,0.85
4643,ins_1105250433,R8_7,j_16464,1,Terminated,188000,188022,m_2308,1,1,2.0,22.0,0.02,0.02
4644,ins_365317351,R10_9,j_16464,1,Terminated,187996,188033,m_575,1,1,1.0,82.0,0.02,0.02
4645,ins_1101298331,R8_7,j_16464,1,Terminated,187996,188023,m_3504,1,1,4.0,68.0,0.04,0.04
4646,ins_903507025,M6,j_16464,1,Terminated,187996,187998,m_3222,1,1,42.0,68.0,0.02,0.02
4647,ins_1186622462,R8_7,j_16464,1,Terminated,188000,188022,m_398,1,1,2.0,56.0,0.02,0.02
4648,ins_630355119,M9,j_16464,1,Terminated,187996,188006,m_1557,1,1,11.0,42.0,0.05,0.05
4649,ins_926377778,R8_7,j_16464,1,Terminated,188003,188022,m_1362,1,1,2.0,51.0,0.02,0.02
4650,ins_520610721,M11,j_16464,1,Terminated,187996,188017,m_3589,1,1,10.0,183.0,0.02,0.02
4651,ins_1235580110,M9,j_16464,1,Terminated,187996,188022,m_707,1,1,8.0,45.0,0.03,0.03
4652,ins_319974769,R10_9,j_16464,1,Terminated,187996,188033,m_1292,1,1,3.0,83.0,0.02,0.02
4653,ins_1066149233,M6,j_16464,1,Terminated,187996,187998,m_3758,1,1,25.0,46.0,0.02,0.02
4654,ins_32543867,M11,j_16464,1,Terminated,187996,188013,m_3148,1,1,14.0,63.0,0.02,0.02
4655,ins_576869531,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_1217,1,1,22.0,97.0,0.79,0.98
4656,ins_645382565,R10_9,j_16464,1,Terminated,187996,188033,m_3581,1,1,4.0,83.0,0.02,0.02
4657,ins_822166571,M6,j_16464,1,Terminated,187996,187998,m_2308,1,1,34.0,70.0,0.02,0.02
4658,ins_524067292,R10_9,j_16464,1,Terminated,187996,188033,m_657,1,1,4.0,79.0,0.02,0.02
4659,ins_969419773,J7_2_4_5_6,j_16464,1,Terminated,187996,188019,m_648,1,1,22.0,98.0,0.67,0.88
4660,ins_253985354,R12_11,j_16464,1,Terminated,187996,188041,m_2974,1,1,1.0,86.0,0.02,0.02
4661,ins_559695218,R10_9,j_16464,1,Terminated,187996,188033,m_2338,1,1,3.0,70.0,0.05,0.05
4662,ins_283960273,R10_9,j_16464,1,Terminated,187996,188033,m_1104,1,1,3.0,40.0,0.07,0.07
4663,ins_3623930,M11,j_16464,1,Terminated,187996,188009,m_2736,1,1,10.0,40.0,0.02,0.02
4664,ins_1023900367,R8_7,j_16464,1,Terminated,188000,188022,m_1004,1,1,2.0,55.0,0.02,0.02
4665,ins_798558554,M11,j_16464,1,Terminated,187996,188002,m_1210,1,1,25.0,62.0,0.02,0.02
4666,ins_926377848,R8_7,j_16464,1,Terminated,188003,188022,m_1208,1,1,2.0,71.0,0.02,0.02
4667,ins_257306009,R12_11,j_16464,1,Terminated,187996,188041,m_3180,1,1,1.0,48.0,0.02,0.02
4668,ins_605400005,R10_9,j_16464,1,Terminated,187996,188033,m_2778,1,1,2.0,87.0,0.11,0.11
4669,ins_11230628,M6,j_16464,1,Terminated,187996,187998,m_3867,1,1,23.0,31.0,0.02,0.02
4670,ins_605400350,R10_9,j_16464,1,Terminated,187996,188033,m_2973,1,1,2.0,47.0,0.02,0.02
4671,ins_280040780,R10_9,j_16464,1,Terminated,187996,188033,m_3113,1,1,2.0,58.0,0.03,0.03
4672,ins_993611869,R12_11,j_16464,1,Terminated,187996,188041,m_1883,1,1,1.0,31.0,0.02,0.02
4673,ins_636070365,R8_7,j_16464,1,Terminated,188000,188022,m_700,1,1,2.0,100.0,0.05,0.05
4674,ins_257297974,R12_11,j_16464,1,Terminated,187996,188041,m_3094,1,1,2.0,46.0,0.04,0.04
4675,ins_1346425562,R12_11,j_16464,1,Terminated,187996,188041,m_2062,1,1,2.0,51.0,0.03,0.03
4676,ins_554702318,R8_7,j_16464,1,Terminated,188000,188022,m_503,1,1,2.0,48.0,0.02,0.02
4677,ins_653410467,R8_7,j_16464,1,Terminated,188002,188023,m_3321,1,1,2.0,51.0,0.02,0.02
4678,ins_888099851,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_2569,1,1,26.0,100.0,0.66,0.86
4679,ins_6203538,M9,j_16464,1,Terminated,187996,188011,m_645,1,1,12.0,162.0,0.02,0.02
4680,ins_814320999,R8_7,j_16464,1,Terminated,188002,188022,m_900,1,1,3.0,33.0,0.02,0.02
4681,ins_986069020,M9,j_16464,1,Terminated,187996,188002,m_179,1,1,24.0,78.0,0.02,0.02
4682,ins_202612079,R10_9,j_16464,1,Terminated,187996,188033,m_3929,1,1,3.0,67.0,0.03,0.03
4683,ins_742077801,M9,j_16464,1,Terminated,187996,188003,m_965,1,1,18.0,115.0,0.02,0.02
4684,ins_852032925,R10_9,j_16464,1,Terminated,187996,188033,m_302,1,1,1.0,21.0,0.03,0.03
4685,ins_361399438,R10_9,j_16464,1,Terminated,187996,188033,m_1371,1,1,1.0,50.0,0.06,0.06
4686,ins_830958664,R12_11,j_16464,1,Terminated,187996,188041,m_363,1,1,2.0,42.0,0.04,0.04
4687,ins_250628568,M5,j_16464,1,Terminated,187996,188002,m_72,1,1,108.0,684.0,0.06,0.09
4688,ins_250247305,M9,j_16464,1,Terminated,187996,188011,m_3371,1,1,11.0,48.0,0.02,0.02
4689,ins_1042820769,M11,j_16464,1,Terminated,187996,188001,m_2536,1,1,27.0,56.0,0.02,0.02
4690,ins_1135992568,R10_9,j_16464,1,Terminated,187996,188033,m_1073,1,1,4.0,69.0,0.02,0.02
4691,ins_1049868361,M11,j_16464,1,Terminated,187996,188028,m_2144,1,1,7.0,42.0,0.03,0.04
4692,ins_372066661,M6,j_16464,1,Terminated,187996,187998,m_1852,1,1,29.0,42.0,0.02,0.02
4693,ins_276587378,M11,j_16464,1,Terminated,187996,188020,m_3983,1,1,8.0,58.0,0.02,0.02
4694,ins_740825576,M6,j_16464,1,Terminated,187996,187998,m_2612,1,1,28.0,34.0,0.02,0.02
4695,ins_1050757641,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_2113,1,1,27.0,92.0,0.66,0.85
4696,ins_888099946,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_2576,1,1,25.0,101.0,0.72,0.92
4697,ins_601061352,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_431,1,1,23.0,100.0,0.65,0.85
4698,ins_903507192,M6,j_16464,1,Terminated,187996,187997,m_803,1,1,42.0,51.0,0.02,0.02
4699,ins_1049868032,M11,j_16464,1,Terminated,187996,188017,m_1255,1,1,13.0,275.0,0.02,0.03
4700,ins_202611666,R10_9,j_16464,1,Terminated,187996,188033,m_1149,1,1,1.0,17.0,0.02,0.02
4701,ins_1132119699,J7_2_4_5_6,j_16464,1,Terminated,187996,188020,m_286,1,1,26.0,101.0,0.65,0.85
