,ins_74901673,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_217,10,Terminated,673795,673797,m_2637,1,1.1,13,16,0.02,0.02.1
2875,ins_153969414,M3,j_13297,1,Terminated,536970,536974,m_460,1,1,36.0,68.0,0.22,0.22
2876,ins_66396946,M3,j_13297,1,Terminated,536970,536971,m_2977,1,1,78.0,85.0,0.04,0.05
2877,ins_560104737,M3,j_13297,1,Terminated,536970,536971,m_3513,1,1,47.0,75.0,0.02,0.03
2878,ins_847528890,M3,j_13297,1,Terminated,536970,536972,m_796,1,1,62.0,71.0,0.02,0.03
2879,ins_407605565,M3,j_13297,1,Terminated,536970,536972,m_2536,1,1,27.0,200.0,0.02,0.03
2880,ins_1223752307,M3,j_13297,1,Terminated,536970,536973,m_2745,1,1,58.0,88.0,0.03,0.03
2881,ins_570986657,M3,j_13297,1,Terminated,536970,536972,m_3414,1,1,73.0,75.0,0.02,0.03
2882,ins_235320045,M3,j_13297,1,Terminated,536970,536973,m_2755,1,1,84.0,154.0,0.03,0.03
2883,ins_1307925862,M3,j_13297,1,Terminated,536970,536970,m_33,1,1,60.0,87.0,0.02,0.03
2884,ins_926807281,M3,j_13297,1,Terminated,536970,536970,m_3141,1,1,71.0,73.0,0.02,0.03
2885,ins_1333808189,M3,j_13297,1,Terminated,536970,536971,m_622,1,1,44.0,46.0,0.02,0.03
2886,ins_118232640,M3,j_13297,1,Terminated,536970,536971,m_1129,1,1,44.0,66.0,0.02,0.03
2887,ins_764134661,M3,j_13297,1,Terminated,536970,536971,m_3437,1,1,44.0,50.0,0.23,0.23
2888,ins_398000666,M3,j_13297,1,Terminated,536970,536972,m_220,1,1,60.0,75.0,0.02,0.03
2889,ins_1223752386,M3,j_13297,1,Terminated,536970,536973,m_1508,1,1,52.0,80.0,0.02,0.03
2890,ins_118474510,M3,j_13297,1,Terminated,536970,536970,m_350,1,1,66.0,84.0,0.02,0.02
2891,ins_488944437,M3,j_13297,1,Terminated,536970,536971,m_1364,1,1,49.0,54.0,0.07,0.08
2892,ins_316032981,M3,j_13297,1,Terminated,536970,536970,m_1621,1,1,80.0,80.0,0.03,0.0
2893,ins_1010182975,M3,j_13297,1,Terminated,536970,536973,m_152,1,1,47.0,75.0,0.03,0.03
2894,ins_1252157849,M3,j_13297,1,Terminated,536970,536971,m_1643,1,1,30.0,48.0,0.05,0.06
2895,ins_397383042,M3,j_13297,1,Terminated,536970,536970,m_3426,1,1,79.0,80.0,0.07,0.08
2896,ins_1198724829,M3,j_13297,1,Terminated,536970,536973,m_2230,1,1,43.0,65.0,0.15,0.15
2897,ins_177284834,M10_2_4_9,j_13297,1,Terminated,536969,537082,m_2521,1,1,79.0,270.0,0.42,0.49
2898,ins_856510281,M3,j_13297,1,Terminated,536970,536971,m_3631,1,1,76.0,81.0,0.07,0.08
2899,ins_397320569,M3,j_13297,1,Terminated,536970,536974,m_3266,1,1,33.0,59.0,0.03,0.03
2900,ins_682791865,M3,j_13297,1,Terminated,536970,536970,m_3714,1,1,76.0,80.0,0.07,0.08
2901,ins_71990279,M3,j_13297,1,Terminated,536970,536970,m_3701,1,1,63.0,125.0,0.12,0.13
2902,ins_766208285,M3,j_13297,1,Terminated,536970,536972,m_3242,1,1,66.0,78.0,0.02,0.03
2903,ins_845475219,M3,j_13297,1,Terminated,536970,536971,m_298,1,1,44.0,82.0,0.02,0.03
2904,ins_1252446268,M3,j_13297,1,Terminated,536970,536971,m_164,1,1,64.0,68.0,0.02,0.03
2905,ins_1063573591,M3,j_13297,1,Terminated,536970,536970,m_2642,1,1,65.0,66.0,0.02,0.03
2906,ins_845474968,M3,j_13297,1,Terminated,536970,536971,m_510,1,1,49.0,75.0,0.16,0.16
2907,ins_926807597,M3,j_13297,1,Terminated,536970,536970,m_2760,1,1,69.0,81.0,0.05,0.05
2908,ins_641669707,M3,j_13297,1,Terminated,536970,536973,m_148,1,1,48.0,75.0,0.08,0.08
2909,ins_407605721,M3,j_13297,1,Terminated,536970,536970,m_2925,1,1,62.0,85.0,0.02,0.03
2910,ins_147750231,M3,j_13297,1,Terminated,536970,536972,m_1007,1,1,62.0,69.0,0.02,0.03
2911,ins_719245347,M3,j_13297,1,Terminated,536970,536972,m_2608,1,1,53.0,77.0,0.03,0.03
2912,ins_235319777,M3,j_13297,1,Terminated,536970,536972,m_3531,1,1,63.0,71.0,0.02,0.03
2913,ins_719249351,M3,j_13297,1,Terminated,536970,536972,m_941,1,1,67.0,79.0,0.02,0.03
2914,ins_641669516,M3,j_13297,1,Terminated,536970,536972,m_3032,1,1,74.0,83.0,0.02,0.03
2915,ins_596069139,M3,j_13297,1,Terminated,536970,536971,m_2906,1,1,60.0,66.0,0.02,0.03
2916,ins_560109153,M3,j_13297,1,Terminated,536970,536970,m_2595,1,1,58.0,65.0,0.05,0.06
2917,ins_1145251284,M3,j_13297,1,Terminated,536970,536970,m_2129,1,1,71.0,82.0,0.02,0.03
2918,ins_290436270,M3,j_13297,1,Terminated,536970,536972,m_4020,1,1,50.0,71.0,0.02,0.03
2919,ins_371785355,M3,j_13297,1,Terminated,536970,536972,m_2157,1,1,53.0,62.0,0.02,0.03
2920,ins_720276045,M3,j_13297,1,Terminated,536970,536971,m_2053,1,1,44.0,61.0,0.02,0.03
2921,ins_1081516787,M3,j_13297,1,Terminated,536970,536970,m_26,1,1,83.0,83.0,0.25,0.0
2922,ins_290435675,M3,j_13297,1,Terminated,536970,536972,m_3191,1,1,75.0,100.0,0.15,0.15
2923,ins_982295734,M3,j_13297,1,Terminated,536970,536972,m_3951,1,1,62.0,100.0,0.03,0.03
2924,ins_74693896,M3,j_13297,1,Terminated,536970,536972,m_2457,1,1,73.0,81.0,0.02,0.03
2925,ins_720284137,M3,j_13297,1,Terminated,536970,536970,m_1719,1,1,66.0,88.0,0.02,0.03
2926,ins_819602412,M3,j_13297,1,Terminated,536970,536971,m_1789,1,1,48.0,53.0,0.02,0.03
2927,ins_153285996,M3,j_13297,1,Terminated,536970,536972,m_2578,1,1,73.0,79.0,0.06,0.07
2928,ins_326244983,M3,j_13297,1,Terminated,536970,536971,m_564,1,1,55.0,92.0,0.03,0.03
2929,ins_407605868,M3,j_13297,1,Terminated,536970,536971,m_1254,1,1,36.0,45.0,0.07,0.08
2930,ins_1036014824,M3,j_13297,1,Terminated,536970,536972,m_1485,1,1,62.0,67.0,0.03,0.03
2931,ins_845475611,M3,j_13297,1,Terminated,536970,536970,m_1156,1,1,66.0,66.0,0.02,0.0
2932,ins_856518623,M3,j_13297,1,Terminated,536970,536972,m_3748,1,1,67.0,84.0,0.02,0.03
2933,ins_982242205,M3,j_13297,1,Terminated,536970,536970,m_1656,1,1,62.0,63.0,0.02,0.02
2934,ins_290436187,M3,j_13297,1,Terminated,536970,536972,m_2209,1,1,68.0,81.0,0.02,0.03
2935,ins_1289635063,M3,j_13297,1,Terminated,536970,536970,m_2588,1,1,78.0,85.0,0.02,0.02
2936,ins_641363847,M3,j_13297,1,Terminated,536970,536973,m_3453,1,1,43.0,54.0,0.03,0.03
2937,ins_560579812,M10_2_4_9,j_13297,1,Terminated,536969,537080,m_2031,1,1,90.0,333.0,0.43,0.49
2938,ins_397382950,M3,j_13297,1,Terminated,536970,536970,m_3724,1,1,61.0,82.0,0.02,0.03
2939,ins_1305090968,M3,j_13297,1,Terminated,536970,536972,m_2661,1,1,51.0,78.0,0.02,0.03
2940,ins_642043743,M3,j_13297,1,Terminated,536970,536974,m_384,1,1,48.0,93.0,0.06,0.06
2941,ins_326245056,M3,j_13297,1,Terminated,536970,536970,m_979,1,1,75.0,75.0,0.02,0.0
2942,ins_764134542,M3,j_13297,1,Terminated,536970,536971,m_2005,1,1,67.0,67.0,0.02,0.02
2943,ins_445719633,M5,j_13297,1,Terminated,536969,536970,m_2754,1,1,32.0,39.0,0.02,0.02
2944,ins_1117368802,M3,j_13297,1,Terminated,536970,536973,m_2979,1,1,48.0,59.0,0.02,0.03
2945,ins_127525997,M3,j_13297,1,Terminated,536970,536971,m_3624,1,1,54.0,55.0,0.02,0.03
2946,ins_979319307,M3,j_13297,1,Terminated,536970,536970,m_1555,1,1,71.0,92.0,0.02,0.03
2947,ins_1307925781,M3,j_13297,1,Terminated,536970,536971,m_2472,1,1,55.0,56.0,0.05,0.06
2948,ins_684854487,M3,j_13297,1,Terminated,536970,536972,m_1814,1,1,66.0,84.0,0.07,0.08
2949,ins_817042007,M3,j_13297,1,Terminated,536970,536972,m_638,1,1,59.0,64.0,0.02,0.03
2950,ins_926808268,M3,j_13297,1,Terminated,536970,536970,m_1884,1,1,63.0,76.0,0.07,0.08
2951,ins_1305091155,M3,j_13297,1,Terminated,536970,536973,m_3626,1,1,41.0,71.0,0.02,0.03
2952,ins_153347302,M3,j_13297,1,Terminated,536970,536970,m_3621,1,1,69.0,83.0,0.04,0.04
2953,ins_326245540,M3,j_13297,1,Terminated,536970,536970,m_3351,1,1,82.0,82.0,0.02,0.0
2954,ins_560049891,M3,j_13297,1,Terminated,536970,536970,m_2749,1,1,67.0,71.0,0.02,0.02
2955,ins_606286312,M3,j_13297,1,Terminated,536970,536973,m_3227,1,1,18.0,61.0,0.02,0.03
2956,ins_153968902,M3,j_13297,1,Terminated,536970,536973,m_2628,1,1,53.0,66.0,0.07,0.08
2957,ins_153968821,M3,j_13297,1,Terminated,536970,536973,m_992,1,1,47.0,68.0,0.03,0.03
2958,ins_652985820,M3,j_13297,1,Terminated,536970,536971,m_274,1,1,56.0,59.0,0.07,0.08
2959,ins_177284274,M10_2_4_9,j_13297,1,Terminated,536969,537090,m_2197,1,1,88.0,383.0,0.43,0.49
2960,ins_1091535100,M3,j_13297,1,Terminated,536970,536973,m_3979,1,1,49.0,75.0,0.02,0.03
2961,ins_1063871118,M3,j_13297,1,Terminated,536970,536970,m_2265,1,1,82.0,82.0,0.02,0.0
2962,ins_982295817,M3,j_13297,1,Terminated,536970,536973,m_3941,1,1,42.0,83.0,0.06,0.06
2963,ins_719255675,M3,j_13297,1,Terminated,536970,536974,m_2245,1,1,39.0,75.0,0.03,0.03
2964,ins_1145250877,M3,j_13297,1,Terminated,536970,536970,m_3060,1,1,61.0,81.0,0.02,0.03
2965,ins_74693970,M3,j_13297,1,Terminated,536970,536971,m_897,1,1,75.0,82.0,0.02,0.03
2966,ins_1170854534,M3,j_13297,1,Terminated,536970,536970,m_1790,1,1,67.0,83.0,0.02,0.03
2967,ins_74693118,M3,j_13297,1,Terminated,536970,536971,m_2071,1,1,76.0,80.0,0.03,0.03
2968,ins_766207818,M3,j_13297,1,Terminated,536970,536973,m_3500,1,1,39.0,75.0,0.06,0.06
2969,ins_118480486,M3,j_13297,1,Terminated,536970,536971,m_1795,1,1,45.0,52.0,0.02,0.02
2970,ins_127526420,M3,j_13297,1,Terminated,536970,536970,m_3392,1,1,73.0,88.0,0.02,0.03
2971,ins_982242053,M3,j_13297,1,Terminated,536970,536970,m_1974,1,1,62.0,76.0,0.02,0.03
2972,ins_244908956,M3,j_13297,1,Terminated,536970,536970,m_3792,1,1,81.0,83.0,0.18,0.19
2973,ins_310444882,M3,j_13297,1,Terminated,536970,536973,m_3454,1,1,50.0,71.0,0.02,0.03
2974,ins_963973870,M3,j_13297,1,Terminated,536970,536970,m_3987,1,1,70.0,70.0,0.15,0.0
2975,ins_1335578115,M3,j_13297,1,Terminated,536970,536972,m_2733,1,1,58.0,69.0,0.02,0.03
2976,ins_606286846,M3,j_13297,1,Terminated,536970,536971,m_3383,1,1,53.0,61.0,0.02,0.03
2977,ins_1235797433,M3,j_13297,1,Terminated,536970,536973,m_861,1,1,40.0,63.0,0.03,0.03
2978,ins_1036014912,M3,j_13297,1,Terminated,536970,536971,m_3484,1,1,78.0,92.0,0.18,0.19
2979,ins_817042209,M3,j_13297,1,Terminated,536970,536972,m_891,1,1,54.0,75.0,0.17,0.18
2980,ins_615891194,M3,j_13297,1,Terminated,536970,536972,m_148,1,1,63.0,90.0,0.02,0.03
2981,ins_882657934,M3,j_13297,1,Terminated,536970,536970,m_751,1,1,81.0,81.0,0.02,0.0
2982,ins_1235796465,M3,j_13297,1,Terminated,536970,536972,m_734,1,1,60.0,80.0,0.02,0.03
2983,ins_524953966,M3,j_13297,1,Terminated,536970,536970,m_119,1,1,63.0,64.0,0.02,0.03
2984,ins_534450174,M3,j_13297,1,Terminated,536970,536972,m_1545,1,1,63.0,73.0,0.02,0.03
2985,ins_1289635553,M3,j_13297,1,Terminated,536970,536971,m_3342,1,1,43.0,72.0,0.15,0.15
2986,ins_652985682,M3,j_13297,1,Terminated,536970,536971,m_4023,1,1,47.0,64.0,0.02,0.03
2987,ins_235320348,M3,j_13297,1,Terminated,536970,536972,m_3965,1,1,76.0,90.0,0.05,0.06
2988,ins_479350190,M3,j_13297,1,Terminated,536970,536973,m_1670,1,1,48.0,64.0,0.03,0.03
2989,ins_371784281,M3,j_13297,1,Terminated,536970,536972,m_63,1,1,65.0,77.0,0.02,0.03
2990,ins_1170854765,M3,j_13297,1,Terminated,536970,536970,m_3610,1,1,60.0,60.0,0.05,0.0
2991,ins_900981328,M3,j_13297,1,Terminated,536970,536972,m_3167,1,1,52.0,87.0,0.06,0.06
2992,ins_898002581,M3,j_13297,1,Terminated,536970,536970,m_1831,1,1,60.0,62.0,0.02,0.02
2993,ins_478670022,M3,j_13297,1,Terminated,536970,536975,m_3927,1,1,30.0,58.0,0.03,0.03
2994,ins_453134222,M3,j_13297,1,Terminated,536970,536973,m_1603,1,1,40.0,100.0,0.08,0.08
2995,ins_478670749,M3,j_13297,1,Terminated,536970,536972,m_1112,1,1,67.0,85.0,0.02,0.03
2996,ins_720275975,M3,j_13297,1,Terminated,536970,536971,m_597,1,1,47.0,55.0,0.02,0.03
2997,ins_982296063,M3,j_13297,1,Terminated,536970,536972,m_3743,1,1,76.0,92.0,0.15,0.15
2998,ins_310445135,M3,j_13297,1,Terminated,536970,536972,m_2599,1,1,56.0,61.0,0.02,0.03
2999,ins_764134980,M3,j_13297,1,Terminated,536970,536971,m_2466,1,1,61.0,73.0,0.02,0.03
3000,ins_819613836,M3,j_13297,1,Terminated,536970,536971,m_56,1,1,80.0,83.0,0.02,0.02
3001,ins_234702380,M3,j_13297,1,Terminated,536970,536970,m_659,1,1,67.0,68.0,0.02,0.03
3002,ins_898002940,M3,j_13297,1,Terminated,536970,536971,m_519,1,1,52.0,100.0,0.02,0.02
3003,ins_315971500,M3,j_13297,1,Terminated,536970,536973,m_2287,1,1,40.0,79.0,0.16,0.16
3004,ins_1063870935,M3,j_13297,1,Terminated,536970,536970,m_883,1,1,73.0,116.0,0.02,0.03
3005,ins_1335578546,M3,j_13297,1,Terminated,536970,536972,m_178,1,1,63.0,74.0,0.02,0.03
3006,ins_397382864,M3,j_13297,1,Terminated,536970,536970,m_1647,1,1,75.0,75.0,0.14,0.0
3007,ins_1289635358,M3,j_13297,1,Terminated,536970,536971,m_1511,1,1,48.0,86.0,0.02,0.03
3008,ins_234639583,M3,j_13297,1,Terminated,536970,536974,m_3729,1,1,34.0,65.0,0.03,0.03
3009,ins_570262418,M3,j_13297,1,Terminated,536970,536970,m_3797,1,1,68.0,100.0,0.02,0.03
3010,ins_46174869,M3,j_13297,1,Terminated,536970,536970,m_2634,1,1,70.0,82.0,0.02,0.03
3011,ins_1117368989,M3,j_13297,1,Terminated,536970,536972,m_639,1,1,74.0,80.0,0.08,0.08
3012,ins_926807351,M3,j_13297,1,Terminated,536970,536971,m_2229,1,1,46.0,55.0,0.02,0.03
3013,ins_963965752,M3,j_13297,1,Terminated,536970,536970,m_3130,1,1,70.0,71.0,0.02,0.03
3014,ins_1166365776,M3,j_13297,1,Terminated,536970,536973,m_2407,1,1,43.0,64.0,0.03,0.03
3015,ins_901225435,M3,j_13297,1,Terminated,536970,536970,m_854,1,1,67.0,80.0,0.02,0.03
3016,ins_735709637,M3,j_13297,1,Terminated,536970,536972,m_2595,1,1,63.0,78.0,0.02,0.03
3017,ins_524953622,M3,j_13297,1,Terminated,536970,536970,m_2519,1,1,64.0,67.0,0.02,0.03
3018,ins_153346791,M3,j_13297,1,Terminated,536970,536970,m_101,1,1,80.0,89.0,0.02,0.02
3019,ins_1145251437,M3,j_13297,1,Terminated,536970,536970,m_315,1,1,77.0,91.0,0.07,0.08
3020,ins_963973945,M3,j_13297,1,Terminated,536970,536970,m_497,1,1,78.0,80.0,0.05,0.05
3021,ins_1277869344,M6,j_13297,1,Terminated,536969,536970,m_854,1,1,22.0,24.0,0.02,0.02
3022,ins_316033312,M3,j_13297,1,Terminated,536970,536970,m_2113,1,1,81.0,81.0,0.07,0.0
3023,ins_684854864,M3,j_13297,1,Terminated,536970,536973,m_2974,1,1,45.0,75.0,0.03,0.03
3024,ins_684854402,M3,j_13297,1,Terminated,536970,536974,m_1127,1,1,33.0,71.0,0.03,0.03
3025,ins_1252157997,M3,j_13297,1,Terminated,536970,536970,m_3400,1,1,70.0,71.0,0.02,0.03
3026,ins_720284341,M3,j_13297,1,Terminated,536970,536971,m_3276,1,1,46.0,59.0,0.15,0.15
3027,ins_1280029321,M3,j_13297,1,Terminated,536970,536972,m_3921,1,1,72.0,85.0,0.04,0.04
3028,ins_72609056,M3,j_13297,1,Terminated,536970,536972,m_2918,1,1,79.0,96.0,0.02,0.03
3029,ins_371784477,M3,j_13297,1,Terminated,536970,536974,m_1735,1,1,32.0,71.0,0.03,0.03
3030,ins_280925788,M3,j_13297,1,Terminated,536970,536971,m_1696,1,1,55.0,65.0,0.02,0.03
3031,ins_163559503,M3,j_13297,1,Terminated,536970,536970,m_3564,1,1,83.0,86.0,0.18,0.18
3032,ins_310444625,M3,j_13297,1,Terminated,536970,536972,m_1109,1,1,73.0,85.0,0.07,0.08
3033,ins_1289635265,M3,j_13297,1,Terminated,536970,536970,m_1944,1,1,61.0,100.0,0.05,0.06
3034,ins_928859465,M3,j_13297,1,Terminated,536970,536972,m_3448,1,1,64.0,66.0,0.06,0.06
3035,ins_560580630,M10_2_4_9,j_13297,1,Terminated,536969,537078,m_3095,1,1,85.0,234.0,0.42,0.49
3036,ins_560669138,M3,j_13297,1,Terminated,536970,536972,m_2109,1,1,61.0,83.0,0.02,0.03
3037,ins_570991034,M3,j_13297,1,Terminated,536970,536973,m_181,1,1,40.0,64.0,0.02,0.03
3038,ins_560108236,M3,j_13297,1,Terminated,536970,536970,m_1217,1,1,65.0,65.0,0.07,0.07
3039,ins_847528506,M3,j_13297,1,Terminated,536970,536972,m_2249,1,1,51.0,80.0,0.03,0.03
3040,ins_66396081,M3,j_13297,1,Terminated,536970,536972,m_3148,1,1,64.0,82.0,0.02,0.03
3041,ins_153285825,M3,j_13297,1,Terminated,536970,536974,m_212,1,1,34.0,59.0,0.06,0.06
3042,ins_127526491,M3,j_13297,1,Terminated,536970,536970,m_790,1,1,79.0,79.0,0.02,0.0
3043,ins_641364237,M3,j_13297,1,Terminated,536970,536972,m_473,1,1,56.0,75.0,0.14,0.14
3044,ins_1198725974,M3,j_13297,1,Terminated,536970,536973,m_1575,1,1,54.0,67.0,0.03,0.03
3045,ins_719256340,M3,j_13297,1,Terminated,536970,536973,m_943,1,1,47.0,81.0,0.06,0.06
3046,ins_596068869,M3,j_13297,1,Terminated,536970,536970,m_2733,1,1,62.0,66.0,0.02,0.02
3047,ins_982542078,M3,j_13297,1,Terminated,536970,536970,m_3081,1,1,64.0,64.0,0.02,0.02
3048,ins_235320194,M3,j_13297,1,Terminated,536970,536972,m_267,1,1,60.0,100.0,0.03,0.03
3049,ins_719248635,M3,j_13297,1,Terminated,536970,536972,m_2473,1,1,86.0,93.0,0.02,0.03
3050,ins_1145251122,M3,j_13297,1,Terminated,536970,536970,m_630,1,1,71.0,84.0,0.02,0.03
3051,ins_735708982,M3,j_13297,1,Terminated,536970,536972,m_3913,1,1,76.0,79.0,0.02,0.03
3052,ins_1289634407,M3,j_13297,1,Terminated,536970,536971,m_760,1,1,42.0,64.0,0.15,0.15
3053,ins_596069524,M3,j_13297,1,Terminated,536970,536971,m_1242,1,1,56.0,58.0,0.02,0.02
3054,ins_682791153,M3,j_13297,1,Terminated,536970,536970,m_1150,1,1,85.0,85.0,0.05,0.0
3055,ins_882657838,M3,j_13297,1,Terminated,536970,536973,m_1,1,1,19.0,96.0,0.02,0.03
3056,ins_900981414,M3,j_13297,1,Terminated,536970,536972,m_4011,1,1,56.0,86.0,0.02,0.03
3057,ins_48255872,M7,j_13297,1,Terminated,536969,536969,m_2098,1,1,95.0,100.0,0.02,0.02
3058,ins_1198725549,M3,j_13297,1,Terminated,536970,536972,m_2440,1,1,69.0,76.0,0.02,0.03
3059,ins_488944519,M3,j_13297,1,Terminated,536970,536970,m_460,1,1,63.0,62.0,0.02,0.03
3060,ins_147749869,M3,j_13297,1,Terminated,536970,536972,m_2261,1,1,67.0,83.0,0.03,0.03
3061,ins_280925512,M3,j_13297,1,Terminated,536970,536971,m_3713,1,1,60.0,93.0,0.07,0.08
3062,ins_684863967,M3,j_13297,1,Terminated,536970,536973,m_3205,1,1,42.0,62.0,0.02,0.03
3063,ins_1223743048,M3,j_13297,1,Terminated,536970,536973,m_1122,1,1,51.0,73.0,0.02,0.03
3064,ins_606287391,M3,j_13297,1,Terminated,536970,536971,m_840,1,1,45.0,70.0,0.02,0.02
3065,ins_118232395,M3,j_13297,1,Terminated,536970,536970,m_64,1,1,79.0,82.0,0.02,0.02
3066,ins_371784183,M3,j_13297,1,Terminated,536970,536972,m_363,1,1,62.0,84.0,0.02,0.03
3067,ins_1198724747,M3,j_13297,1,Terminated,536970,536973,m_332,1,1,49.0,62.0,0.02,0.03
3068,ins_570991773,M3,j_13297,1,Terminated,536970,536974,m_3073,1,1,31.0,79.0,0.07,0.07
3069,ins_1091535682,M3,j_13297,1,Terminated,536970,536972,m_2526,1,1,60.0,84.0,0.02,0.03
3070,ins_596069237,M3,j_13297,1,Terminated,536970,536971,m_1442,1,1,44.0,53.0,0.06,0.06
3071,ins_371784739,M3,j_13297,1,Terminated,536970,536973,m_2732,1,1,42.0,72.0,0.03,0.03
3072,ins_398001070,M3,j_13297,1,Terminated,536970,536973,m_1829,1,1,41.0,80.0,0.02,0.03
3073,ins_118482804,M3,j_13297,1,Terminated,536970,536971,m_3950,1,1,44.0,67.0,0.02,0.02
3074,ins_817042396,M3,j_13297,1,Terminated,536970,536972,m_4018,1,1,65.0,85.0,0.02,0.03
3075,ins_1280029396,M3,j_13297,1,Terminated,536970,536972,m_3727,1,1,57.0,72.0,0.02,0.03
3076,ins_560049974,M3,j_13297,1,Terminated,536970,536971,m_2522,1,1,53.0,54.0,0.05,0.06
3077,ins_560103001,M3,j_13297,1,Terminated,536970,536972,m_1534,1,1,22.0,49.0,0.07,0.07
3078,ins_641669414,M3,j_13297,1,Terminated,536970,536972,m_1204,1,1,65.0,95.0,0.02,0.03
3079,ins_641364073,M3,j_13297,1,Terminated,536970,536973,m_1576,1,1,42.0,60.0,0.07,0.07
3080,ins_453134308,M3,j_13297,1,Terminated,536970,536973,m_2622,1,1,48.0,77.0,0.03,0.03
3081,ins_326245347,M3,j_13297,1,Terminated,536970,536971,m_2916,1,1,36.0,100.0,0.02,0.03
3082,ins_847529060,M3,j_13297,1,Terminated,536970,536972,m_3032,1,1,55.0,81.0,0.02,0.03
3083,ins_682791550,M3,j_13297,1,Terminated,536970,536970,m_755,1,1,75.0,79.0,0.02,0.02
3084,ins_153347501,M3,j_13297,1,Terminated,536970,536970,m_1943,1,1,72.0,84.0,0.06,0.06
3085,ins_560049718,M3,j_13297,1,Terminated,536970,536971,m_1242,1,1,46.0,76.0,0.07,0.07
3086,ins_1010173901,M3,j_13297,1,Terminated,536970,536974,m_839,1,1,37.0,81.0,0.09,0.09
3087,ins_46174268,M3,j_13297,1,Terminated,536970,536970,m_715,1,1,72.0,77.0,0.23,0.23
3088,ins_720284068,M3,j_13297,1,Terminated,536970,536970,m_2843,1,1,65.0,65.0,0.02,0.03
3089,ins_926807758,M3,j_13297,1,Terminated,536970,536971,m_2305,1,1,42.0,57.0,0.02,0.03
3090,ins_1289635164,M3,j_13297,1,Terminated,536970,536972,m_3410,1,1,22.0,45.0,0.02,0.03
3091,ins_1280029696,M3,j_13297,1,Terminated,536970,536972,m_108,1,1,52.0,90.0,0.05,0.06
3092,ins_882657666,M3,j_13297,1,Terminated,536970,536970,m_574,1,1,58.0,61.0,0.02,0.03
3093,ins_488944350,M3,j_13297,1,Terminated,536970,536971,m_2649,1,1,55.0,54.0,0.07,0.08
3094,ins_398000839,M3,j_13297,1,Terminated,536970,536975,m_464,1,1,25.0,60.0,0.02,0.03
3095,ins_315970779,M3,j_13297,1,Terminated,536970,536972,m_3824,1,1,66.0,86.0,0.09,0.09
3096,ins_443639271,M3,j_13297,1,Terminated,536970,536971,m_1891,1,1,52.0,55.0,0.02,0.03
3097,ins_560050403,M3,j_13297,1,Terminated,536970,536971,m_3525,1,1,48.0,60.0,0.02,0.02
3098,ins_641668937,M3,j_13297,1,Terminated,536970,536973,m_3715,1,1,50.0,78.0,0.02,0.03
3099,ins_954677137,M3,j_13297,1,Terminated,536970,536972,m_1471,1,1,57.0,80.0,0.02,0.03
3100,ins_397382500,M3,j_13297,1,Terminated,536970,536971,m_1284,1,1,51.0,68.0,0.02,0.03
3101,ins_1223742971,M3,j_13297,1,Terminated,536970,536973,m_1167,1,1,52.0,72.0,0.06,0.06
3102,ins_488944606,M3,j_13297,1,Terminated,536970,536970,m_3955,1,1,67.0,76.0,0.02,0.02
3103,ins_310445050,M3,j_13297,1,Terminated,536970,536972,m_1454,1,1,61.0,77.0,0.02,0.03
3104,ins_1307926337,M3,j_13297,1,Terminated,536970,536970,m_1919,1,1,67.0,83.0,0.05,0.06
3105,ins_118475242,M3,j_13297,1,Terminated,536970,536970,m_1363,1,1,71.0,81.0,0.02,0.03
3106,ins_928859706,M3,j_13297,1,Terminated,536970,536972,m_1523,1,1,64.0,75.0,0.07,0.08
3107,ins_1252158315,M3,j_13297,1,Terminated,536970,536971,m_2196,1,1,50.0,56.0,0.02,0.03
3108,ins_71990870,M3,j_13297,1,Terminated,536970,536971,m_498,1,1,38.0,64.0,0.02,0.02
3109,ins_615890729,M3,j_13297,1,Terminated,536970,536973,m_3398,1,1,50.0,60.0,0.02,0.03
3110,ins_719244496,M3,j_13297,1,Terminated,536970,536973,m_512,1,1,51.0,84.0,0.03,0.03
3111,ins_478732406,M3,j_13297,1,Terminated,536970,536971,m_3062,1,1,43.0,65.0,0.02,0.03
3112,ins_560668645,M3,j_13297,1,Terminated,536970,536972,m_217,1,1,55.0,76.0,0.02,0.03
3113,ins_362285269,M3,j_13297,1,Terminated,536970,536971,m_2698,1,1,65.0,74.0,0.03,0.03
3114,ins_1223751804,M3,j_13297,1,Terminated,536970,536972,m_1662,1,1,56.0,74.0,0.02,0.03
3115,ins_534450477,M3,j_13297,1,Terminated,536970,536973,m_3746,1,1,49.0,65.0,0.03,0.03
3116,ins_559988248,M3,j_13297,1,Terminated,536970,536972,m_2796,1,1,57.0,66.0,0.02,0.03
3117,ins_234701912,M3,j_13297,1,Terminated,536970,536970,m_467,1,1,79.0,90.0,0.07,0.08
3118,ins_901224959,M3,j_13297,1,Terminated,536970,536970,m_368,1,1,76.0,86.0,0.05,0.05
3119,ins_982234247,M3,j_13297,1,Terminated,536970,536971,m_3245,1,1,62.0,68.0,0.02,0.03
3120,ins_123859609,M3,j_13297,1,Terminated,536970,536972,m_2827,1,1,59.0,63.0,0.07,0.08
3121,ins_316652301,M3,j_13297,1,Terminated,536970,536973,m_1978,1,1,46.0,81.0,0.03,0.03
3122,ins_926808363,M3,j_13297,1,Terminated,536970,536971,m_3497,1,1,27.0,54.0,0.11,0.12
